url,date,topic
https://www.theguardian.com/commentisfree/2025/aug/10/the-guardian-view-on-climate-finance-crumbling-under-a-second-trump-presidency,2025-08-10T17:25:28Z,2
https://www.theguardian.com/global-development/2025/jun/16/public-money-green-loans-climate-finance,2025-06-16T07:59:20Z,0
https://www.theguardian.com/environment/2024/nov/19/why-cop-summits-and-climate-finance-need-reform,2024-11-19T16:56:56Z,0
https://www.theguardian.com/environment/2025/mar/10/trumps-usaid-cuts-will-have-huge-impact-on-global-climate-finance-data-shows,2025-03-10T08:00:15Z,0
https://www.theguardian.com/environment/2024/nov/29/cop29-uk-increases-world-bank-contribution-boosting-climate-finance,2024-11-29T17:35:37Z,0
https://www.theguardian.com/environment/2024/nov/21/cop29-climate-finance-deal-setback-draft-text-global-goal,2024-11-21T08:54:19Z,0
https://www.theguardian.com/environment/2024/nov/11/cop29-which-climate-finance-ideas-are-most-likely-to-work,2024-11-11T09:00:42Z,0
https://www.theguardian.com/environment/2024/nov/19/it-is-feasible-climate-finance-wont-burden-rich-countries-say-economists,2024-11-19T06:00:30Z,0
https://www.theguardian.com/environment/2024/nov/24/cop29-climate-finance-deal-criticised-travesty-justice-stage-managed,2024-11-24T15:13:41Z,0
https://www.theguardian.com/environment/2024/nov/22/cop29-250bn-climate-finance-offer-from-rich-world-an-insult-critics-say,2024-11-22T12:35:00Z,0
https://www.theguardian.com/environment/2024/nov/24/cop29-climate-finance-deal-equally-bitter-battles,2024-11-24T12:46:00Z,0
https://www.theguardian.com/environment/2024/nov/23/cop29-agrees-13tn-climate-finance-deal-but-campaigners-brand-it-a-betrayal,2024-11-23T23:47:59Z,0
https://www.theguardian.com/environment/2024/nov/23/cop29-wealthy-countries-agree-to-raise-climate-finance-offer-to-300bn-a-year,2024-11-23T07:45:50Z,0
https://www.theguardian.com/environment/2024/nov/17/countries-must-set-aside-differences-and-agree-climate-finance-deal-says-german-minister,2024-11-17T12:56:01Z,0
https://www.theguardian.com/environment/2024/nov/14/wealthy-countries-must-invest-1tn-a-year-by-2030-for-climate,2024-11-14T05:00:03Z,0
https://www.theguardian.com/global-development/2024/sep/24/rich-countries-could-raise-5tn-of-climate-finance-a-year-study-says,2024-09-24T05:00:29Z,0
https://www.theguardian.com/world/2024/nov/16/un-warns-of-economic-carnage-if-g20-leaders-cannot-agree-on-climate-finance-for-poor-countries,2024-11-16T17:55:36Z,0
https://www.theguardian.com/world/2024/nov/22/friday-briefing-cop-29-deal-first-edition,2024-11-22T06:57:00Z,4
https://www.theguardian.com/environment/article/2024/jun/25/us-climate-finance-gas-expansion-john-podesta-biden,2024-06-25T14:14:59Z,0
https://www.theguardian.com/environment/2025/mar/27/eu-appears-to-back-down-on-carbon-levy-on-international-shipping,2025-03-27T16:08:47Z,0
https://www.theguardian.com/world/article/2024/may/17/cop29-at-a-crossroads-in-azerbaijan-with-focus-on-climate-finance,2024-05-17T11:00:37Z,0
https://www.theguardian.com/global-development/2024/feb/28/uk-accused-of-moving-goalposts-on-climate-finance-commitments,2024-02-28T23:30:00Z,0
https://www.theguardian.com/environment/2024/apr/29/taxing-big-fossil-fuel-firms-raise-billions-climate-finance,2024-04-28T23:01:17Z,0
https://www.theguardian.com/environment/2024/nov/26/how-late-deal-left-a-sense-of-dissatisfaction-and-betrayal-at-cop29-baku,2024-11-26T06:00:02Z,0
https://www.theguardian.com/environment/2024/nov/22/think-the-cop29-climate-summit-doesnt-matter-heres-five-things-you-should-know,2024-11-22T14:08:38Z,0
https://www.theguardian.com/politics/2024/oct/23/lady-scotland-urges-commonwealth-members-to-continue-climate-action-support,2024-10-23T09:00:09Z,0
https://www.theguardian.com/environment/2024/sep/18/superyacht-private-jet-oxfam-climate-finance,2024-09-18T05:00:49Z,0
https://www.theguardian.com/environment/2024/nov/08/cop29-climate-talks-what-would-a-good-outcome-look-like,2024-11-08T09:00:05Z,0
https://www.theguardian.com/environment/2025/may/20/only-strong-action-on-emissions-can-restore-economic-stability-un-climate-chief-says,2025-05-20T15:00:02Z,0
https://www.theguardian.com/environment/2024/nov/08/cop29-baku-climate-talks-odour-of-oil-return-of-trump-finance,2024-11-08T06:00:03Z,0
https://www.theguardian.com/environment/2023/dec/08/australia-commits-150m-to-climate-finance-for-vulnerable-pacific-countries,2023-12-07T14:00:25Z,0
https://www.theguardian.com/commentisfree/2024/nov/15/the-guardian-view-on-un-climate-talks-rich-and-poor-nations-can-strike-a-win-win-deal,2024-11-15T17:32:19Z,0
https://www.theguardian.com/commentisfree/2024/nov/24/the-guardian-view-on-cop29-poor-world-discontent-over-a-failure-of-rich-countries-to-deliver,2024-11-24T17:42:52Z,0
https://www.theguardian.com/environment/2023/oct/17/definitions-changing-in-uks-bid-to-meet-climate-finance-target,2023-10-17T15:32:08Z,0
https://www.theguardian.com/global-development/2023/nov/16/rich-countries-hit-climate-finance-goal-two-years-late-data,2023-11-16T18:59:39Z,0
https://www.theguardian.com/environment/2024/nov/19/china-india-developing-countries-cop29-climate-talks,2024-11-19T17:02:16Z,0
https://www.theguardian.com/environment/2023/jun/23/governments-paris-summit-finalise-climate-finance-roadmap,2023-06-23T08:03:32Z,0
https://www.theguardian.com/environment/2024/nov/10/cop29-summit-financial-agenda-wealthy-polluters,2024-11-10T06:00:09Z,0
https://www.theguardian.com/environment/2025/jun/05/fighting-the-climate-crisis-is-vital-for-national-security,2025-06-05T16:39:34Z,1
https://www.theguardian.com/world/2023/jun/23/paris-climate-finance-summit-fails-to-deliver-debt-forgiveness-plan,2023-06-23T14:57:07Z,0
https://www.theguardian.com/environment/2024/nov/23/row-over-who-will-pay-1tn-climate-fund-drags-cop29-talks-past-the-deadline,2024-11-23T18:53:46Z,0
https://www.theguardian.com/global-development/2024/apr/16/uk-accused-of-double-counting-500m-overseas-aid-to-meet-climate-pledge,2024-04-16T04:00:31Z,0
https://www.theguardian.com/environment/2024/nov/11/developing-world-needs-private-finance-for-green-transition-says-cop-president,2024-11-11T08:00:42Z,0
https://www.theguardian.com/environment/2024/sep/18/more-than-494bn-subsidies-a-year-are-harmful-to-the-climate-says-report,2024-09-18T05:00:48Z,0
https://www.theguardian.com/environment/2024/apr/10/world-bank-must-take-quantum-leap-to-tackle-climate-crisis-un-expert-says,2024-04-10T13:00:02Z,0
https://www.theguardian.com/australia-news/2024/nov/16/chris-bowen-makes-last-minute-diplomatic-stop-in-turkey-as-australia-ramps-up-bid-to-host-cop31,2024-11-15T14:00:13Z,0
https://www.theguardian.com/commentisfree/2025/jul/13/the-guardian-view-on-brics-growing-up-a-new-bloc-seeks-autonomy-and-eyes-a-post-western-order,2025-07-13T17:30:45Z,0
https://www.theguardian.com/world/2024/nov/19/cop29-negotiations-arent-moving-fast-enough-the-pacific-is-running-out-of-time,2024-11-19T04:24:12Z,0
https://www.theguardian.com/environment/2024/nov/22/cop29-uae-united-arab-emirates-transition-fossil-fuels-climate,2024-11-22T07:34:30Z,0
https://www.theguardian.com/environment/2024/nov/11/cop29-jargon-buster-key-terms-for-this-years-climate-conference-in-azerbaijan,2024-11-11T05:00:39Z,0
https://www.theguardian.com/world/2024/nov/11/first-edition-cop29-climate-crisis-donald-trump,2024-11-11T06:49:52Z,4
https://www.theguardian.com/commentisfree/2025/jan/15/woke-capital-net-zero-banking-alliance,2025-01-15T12:07:19Z,2
https://www.theguardian.com/environment/2024/nov/10/whos-who-at-cop29-the-world-leaders-and-others-who-will-attend,2024-11-10T12:00:15Z,0
https://www.theguardian.com/environment/2024/nov/25/cop29-deal-fails-consider-inflation-not-tripling-target-economists,2024-11-25T17:22:19Z,0
https://www.theguardian.com/commentisfree/article/2024/may/25/maldives-climate-crisis-small-islands-climate-finance,2024-05-25T07:00:18Z,0
https://www.theguardian.com/politics/2025/may/15/mp-to-launch-bill-to-target-superyachts-private-jets-and-fossil-fuel-producers,2025-05-15T05:00:16Z,2
https://www.theguardian.com/environment/2024/nov/18/cop29-were-here-for-life-and-death-reasons-says-ex-climate-minister-of-pakistan,2024-11-18T18:00:15Z,0
https://www.theguardian.com/environment/2025/jun/19/flight-tax-climate-crisis-airline-tickets-levy-environment,2025-06-19T12:00:05Z,0
https://www.theguardian.com/australia-news/2024/nov/25/australia-urged-to-do-more-on-climate-crisis-after-playing-role-in-trillion-dollar-cop29-shortfall,2024-11-24T23:59:28Z,0
https://www.theguardian.com/business/2025/jan/20/global-financial-sector-dropping-key-green-pledges-as-trump-takes-office,2025-01-20T15:36:56Z,2
https://www.theguardian.com/us-news/2025/mar/10/first-thing-mark-carney-to-be-next-canada-pm,2025-03-10T11:48:07Z,4
https://www.theguardian.com/environment/2025/jun/12/reeves-review-shows-labour-plans-to-take-on-the-right-over-net-zero,2025-06-12T06:00:02Z,2
https://www.theguardian.com/environment/2024/nov/22/developing-countries-told-to-reject-bad-deal-as-cop29-talks-falter,2024-11-22T18:17:47Z,0
https://www.theguardian.com/world/2024/dec/02/icj-un-climate-change-case-pacific-nations,2024-12-02T03:58:40Z,0
https://www.theguardian.com/environment/2024/nov/28/cop29-poorer-countries-are-left-shortchanged-again,2024-11-28T17:47:37Z,0
https://www.theguardian.com/world/article/2024/aug/27/a-crisis-entirely-of-humanitys-making-un-chief-issues-climate-sos-on-trip-to-pacific,2024-08-26T23:01:22Z,0
https://www.theguardian.com/commentisfree/2024/nov/24/greenwashing-cop-summits-best-chance-averting-climate-breakdown,2024-11-24T08:00:06Z,0
https://www.theguardian.com/environment/2025/may/21/eu-chocolate-climate-breakdown-crisis-report,2025-05-21T05:00:18Z,1
https://www.theguardian.com/environment/2025/apr/26/pacific-island-states-urge-rich-countries-to-expedite-plans-to-cut-emissions,2025-04-26T04:00:54Z,0
https://www.theguardian.com/environment/2025/apr/23/un-chief-no-group-or-government-can-stop-clean-energy-future,2025-04-23T16:51:10Z,0
https://www.theguardian.com/environment/2025/may/07/two-thirds-of-global-heating-caused-by-richest-study-suggests,2025-05-07T09:00:10Z,0
https://www.theguardian.com/environment/2024/nov/13/argentina-withdraws-negotiators-from-cop29-summit,2024-11-13T17:04:59Z,0
https://www.theguardian.com/environment/2025/jun/27/cop30-10-things-we-learned-from-bonn-climate-talks,2025-06-27T09:57:31Z,0
https://www.theguardian.com/environment/article/2024/jun/21/bonn-climate-conference-key-takeaways,2024-06-21T10:16:44Z,0
https://www.theguardian.com/us-news/2025/apr/30/trump-un-climate-change-crisis,2025-04-29T18:59:12Z,0
https://www.theguardian.com/politics/2025/feb/25/starmer-slashes-aid-to-fund-major-increase-in-defence-spending,2025-02-25T19:21:15Z,4
